genres,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,title_year,imdb_score
Action|Crime|Thriller,12 Rounds ,22823,2799,2000s|detective|sadist|terrorism|terrorist,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,113,2009,5.6
Drama|Fantasy|Horror|Mystery,Let Me In ,92237,20258,blood|boy|night|school|vampire,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,366,2010,7.2
Action|Comedy|Family,3 Ninjas Kick Back ,6701,1151,1990s|dagger|japan|mousetrap|stick fight,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26,1994,4.3
Comedy,Be Kind Rewind ,79855,1778,friend|power plant|sabotage|store clerk|video store,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,235,2008,6.4
Comedy|Drama|Music|War,Mrs Henderson Presents ,13505,5637,anti semitism|breasts|chamberlain|friend|theatre,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,180,2005,7.1
Action|Crime|Drama|Thriller,Triple 9 ,32567,27214,betrayal|corrupt cop|heist|murder of a police officer|police detective,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106,2016,6.3
Comedy,Deconstructing Harry ,35586,11867,marriage|novelist|panties pulled down|writer's block|writing,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131,1997,7.4
Comedy|Romance,Three to Tango ,16372,4843,architect|award|farce|love|misunderstanding,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,121,1999,6.1
Comedy|Drama,Burnt ,61360,16926,chef|gay kiss|michelin star|restaurant|violent behavior,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129,2015,6.6
Comedy|Crime,We're No Angels ,17349,24887,con|convict|escape|police|priest,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42,1989,6
Comedy|Musical|Romance,Everyone Says I Love You ,30083,1614,engagement|grandfather|liberal|maid|song,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140,1996,6.8
Comedy,Death at a Funeral ,89547,24324,end credits roll call|four word title|funeral|secret|uncle,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,2007,7.4
Action|Crime|Thriller,Death Sentence ,60156,3309,blood|death|gang|murder|revenge,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299,2007,6.8
Adventure|Drama,Everybody's Fine ,49855,23409,bus trip|parental love|retirement|surprise visit|train ride,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117,2009,7.2
Comedy|Family|Sci-Fi,Superbabies: Baby Geniuses 2 ,25371,1343,computer|good versus evil|mind control|science experiment|sequel,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129,2004,1.9
Action|Comedy|Crime,The Man ,21933,1019,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76,2005,5.5
Action|Comedy|Crime,Code Name: The Cleaner ,9785,2700,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26,2007,4.5
Comedy|Crime|Music,Connie and Carla ,6838,2730,box office flop|drag queen|gender disguise|mafia|witness,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117,2004,6.3
Comedy|Drama|Music|Musical|Romance,Sweet Charity ,3454,2172,charity|dancer|foreign language adaptation|hope|taxi dancer,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,64,1969,7
Comedy|Crime|Drama|Mystery|Romance,Inherent Vice ,61935,707,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242,2014,6.7
Adventure|Animation|Comedy|Family|Fantasy,Doogal ,3851,2185,diamond|lava|magic|mountain|sorcerer,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114,2006,2.8
Drama|Music,Battle of the Year ,7894,3177,3 dimensional|box office flop|critically bashed|dancing,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25,2013,5
Crime|Drama|Mystery|Thriller,Perception             ,15612,2240,,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,29,,7.5
Comedy|Fantasy,An American Carol ,8560,2907,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205,2008,4.3
Action|Comedy|Crime|Thriller,Machete Kills ,59248,2848,arms dealer|battle|bomb|machete|missile,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,164,2013,5.6
Drama|Horror|Sci-Fi|Thriller,Willard ,15169,1267,at work|rat|revenge|vermin|work,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213,2003,6.2
Adventure|Comedy,Strange Wilderness ,18571,4218,bigfoot|critically bashed|ecuador|friend|tv show,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120,2008,5.3
Biography|Comedy|Drama|History|Music|Musical,Topsy-Turvy ,10037,1690,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202,1999,7.4
Drama|War,Little Boy ,15978,5705,,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122,2015,7.4
Biography|Drama|Thriller,A Dangerous Method ,80617,23755,carl jung|patient|psychoanalysis|russian|sigmund freud,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,190,2011,6.5
Animation|Drama|Mystery|Sci-Fi|Thriller,A Scanner Darkly ,89383,39507,detective|drugs|substance d|undercover|undercover cop,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293,2006,7.1
Biography|Drama|Sport,Chasing Mavericks ,24997,21200,box office flop|no opening credits|surfing|two word title|year 1987,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75,2012,7.2
Horror|Sci-Fi,Alone in the Dark ,37626,838,artifact|creature|darkness|demon|museum,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,521,2005,2.3
Comedy|Drama|Family|Music|Romance,Bandslam ,11958,1573,battle of the bands|high school|rock 'n' roll|school|teenager,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39,2009,6.4
Drama|Mystery|Romance|Thriller,Birth ,29649,2295,birthday|boy|dead husband|death|widow,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361,2004,6.1
Action|Crime|Drama|Thriller,A Most Violent Year ,45799,3979,american dream|immigrant|new york city|oil|violence,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180,2014,7
Drama|History|Romance|War,Passchendaele ,6904,3493,battle|canadian armed forces|canadian soldier|directed by star|veteran,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102,2008,6.5
Biography|Drama,Flash of Genius ,14301,64,flash of genius|genius|intellectual property|professor|university,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,2008,7
Biography|Drama|Music,I'm Not There. ,48346,36398,1960s|actor|horseback riding|reporter|riding the rails,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,2007,7
Action|Thriller,The Cold Light of Day ,28629,30134,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,2012,4.9
Adventure|Comedy|Drama|Romance,The Brothers Bloom ,41737,3014,con man|eccentric|heiress|love|revenge,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105,2008,6.9
Comedy|Drama|Romance,"Synecdoche, New York ",55842,24732,actress|director|play|theatre director|warehouse,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274,2008,7.5
Adventure|Animation|Fantasy,Princess Mononoke ,221552,2710,anime|cult film|forest|princess|studio ghibli,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570,1997,8.4
Comedy|Drama|Mystery|Romance|Thriller|War,Bon voyage ,4293,1776,actress|bordeaux|german|heavy water|nazi,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53,2003,6.9
Biography|Comedy|Musical,Can't Stop the Music ,2998,1462,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74,1980,4.5
Crime|Drama|Western,The Proposition ,43205,2129,aborigine|foreboding|gang|hideout|outlaw,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232,2005,7.4
Biography|Drama|Sport,Courage ,2302,3384,coach|football|football movie|football team|high school sweethearts,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,2015,7
Comedy|Music,Marci X ,4518,2467,female protagonist|hip hop|jewish american princess|rapper|record label,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66,2003,2.8
Action|Drama|Sci-Fi|Thriller,Equilibrium ,261317,25088,cleric|dystopia|fascist|law|neo noir,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137,2002,7.5
Drama|War,The Children of Huang Shi ,8087,1003,british|communist|journalist|nurse|orphan,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33,2008,7.1
Crime|Drama|Romance|Thriller,The Yards ,16215,11433,best friend|corruption|fall to death|female nudity|friend,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138,2000,6.4
Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure ,14015,1978,balloon|birthday|box office flop|critically bashed,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,83,2012,6.7
Drama|Romance,By the Sea ,7976,22319,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61,2015,5.3
Action|Adventure|Animation|Family|Sci-Fi|Thriller,Steamboy ,13727,991,19th century|ball|boy|inventor|steam,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79,2004,6.9
Drama|History|Sport,The Game of Their Lives ,2613,20354,1950s|brazil|soccer|soccer movie|world cup,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,46,2005,6.2
Crime|Drama|Mystery|Romance|Thriller,All Good Things ,41249,39515,family business|friend|murder|new york city|trial,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,67,2010,6.3
Action|Adventure|Drama|History|Romance,Rapa Nui ,3843,1592,easter island|location in title|statue|topless female nudity|two word title,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25,1994,6.4
Comedy|Family|Sci-Fi,CJ7 ,11391,82,father son relationship|miracle|school|ufo|written and directed by cast member,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66,2008,6.5
Comedy|Family|Fantasy|Sci-Fi,Les couloirs du temps: Les visiteurs II ,7147,182,jewel|knight|magical potion|sequel|time travel comedy,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,1998,6
Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Dylan Dog: Dead of Night ,13026,1577,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75,2010,5.1
Crime|Drama|Mystery,People I Know ,9868,15612,actor|client|new york|protection|scandal,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,81,2002,5.5
Drama|Family,The Doombolt Chase             ,18,344,,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1,,,7.2
Comedy|Drama|Fantasy|Romance,The Tempest ,6147,3785,banishment|sorcery|spirit|staff|storm at sea,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36,2010,5.4
Crime|Drama|Mystery|Thriller,Regression ,20821,10982,inspired by true events|memory|minnesota|police|year 1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62,2015,5.7
Romance|Short,The Touch ,118,726,lesbian|paris france|period piece|poem|poetess,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,,2007,5.2
Action|Drama|History|War,Three Kingdoms: Resurrection of the Dragon ,5154,1113,art of war|china|civil war|female warrior|musician,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,29,2008,6.2
Crime|Drama|Thriller,Shattered ,25450,20472,daughter|gun|nanny|sociopath|suburb,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118,2007,6.7
Adventure|Animation|Comedy|Family,Zambezia ,5203,15680,bird|city name in title|falcon|one word title|place name in title,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,11,2012,5.8
Biography|Drama|History,Ramanujan ,102,164,ramanujan,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1,2014,7
Animation,Dwegons and Leprechauns ,50,1092,dwegons,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3,2014,4.8
Action|Biography|Drama|Sport,Hands of Stone ,178,27425,boxer|boxing|three word title,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1,2016,7.2
Action|Crime|Thriller,Survivor ,21833,17957,cigarette lighter|death|fire|on the run|terrorist,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101,2015,5.6
Crime|Drama|Mystery|Thriller,The Frozen Ground ,43879,16355,anchorage alaska|based on true story|pole dancer|serial killer|strip club,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133,2013,6.4
Drama|Romance,The Painted Veil ,77656,2608,china|cholera|epidemic|love|marriage,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220,2006,7.5
Action|Biography|Crime|Drama,The Baader Meinhof Complex ,29602,1601,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,110,2008,7.4
Adventure|Drama|Western,Dances with Wolves ,186485,2398,friendship|frontier|honor|outpost|soldier,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382,1990,8
Comedy,Bad Teacher ,160418,5547,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,2011,5.7
Crime|Drama|Mystery|Thriller,Sea of Love ,30213,15914,detective|love|single|suspect|title from song,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,112,1989,6.8
Comedy|Family|Romance,A Cinderella Story ,62861,3092,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,2004,5.9
Horror|Mystery,Scream ,222018,1212,mask|mystery killer|slasher|teenage girl|telephone,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,869,1996,7.2
Horror,Thir13en Ghosts ,65512,3023,collector|ghost|ghost hunter|glass house|machine,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,478,2001,5.5
Drama|Horror,The Shining ,610333,2560,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,1320,1980,8.4
Adventure|Comedy|Sci-Fi,Back to the Future ,732212,3230,clock tower|delorean|future|time travel|time travel comedy,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809,1985,8.5
Horror|Mystery|Thriller,House on Haunted Hill ,45317,2872,billionaire|corpse|eccentric|haunted hospital|haunted house,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,536,1999,5.6
Comedy|Drama,I Can Do Bad All by Myself ,8346,1465,aunt|immigrant|looting|love|nightclub singer,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,59,2009,4.1
Action|Drama,Fight Valley ,60,2374,,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,2016,5
Comedy|Drama|Romance,The Switch ,77987,1292,artificial insemination|best friend|new york city|sperm|sperm donor,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,2010,6.1
Comedy|Romance,Just Married ,57479,2020,fall|honeymoon|love|marriage|newlywed,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205,2003,5.4
Biography|Drama|Thriller,The Devil's Double ,53977,35561,betrayal|debauchery|lust|palace|saddam hussein,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,125,2011,7.1
Comedy|Drama|Reality-TV|Romance,"Gone, Baby, Gone             ",29,1462,lifestyle,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,,,6.6
Adventure|Comedy|Drama|Family|Fantasy,Thomas and the Magic Railroad ,2855,2429,locomotive|magic|mountain|railroad|steam locomotive,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,119,2000,3.6
Horror|Thriller,The Crazies ,93272,2609,deputy|iowa|rural setting|sheriff|survival,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251,2010,6.5
Adventure|Animation|Family|Fantasy,Spirited Away ,417971,44,anime|bathhouse|pig|spirit|work,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,902,2001,8.6
Action|Crime|Thriller,Firestorm ,1904,635,die hard scenario|gunfight|hong kong police|police escort attacked|shootout,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,2013,6.2
Action|Adventure|Drama|History|Romance,The Bounty ,17982,28094,lieutenant|lifeboat|mutiny|sailing ship|ship,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,1984,7
Drama|War,The Book Thief ,98741,1985,basement|book|girl|library|track,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,2013,7.6
Adventure|Comedy|Romance,Sex Drive ,72715,4324,amish|friend|friendship|high school|virgin,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,103,2008,6.5
Comedy|Romance,Leap Year ,71276,4094,ireland|irish|journey|tradition|travel,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181,2010,6.4
Drama|History|War,The Fall of the Roman Empire ,6156,1131,2nd century|emperor|european history|loosely based on historical events|roman empire,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,91,1964,6.7
Comedy|Drama|Romance,Take Me Home Tonight ,43867,5519,friend|night|party|sex scene|sister,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,83,2011,6.3
Drama,Won't Back Down ,5147,3260,children|inner city|parent|school|teacher,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,2012,6.4
Family|Fantasy|Music,The Nutcracker ,1153,2,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,15,1993,5.7
Crime|Drama|Music|Thriller,Kansas City ,3536,14579,1930s|election|female frontal nudity|kansas city|politician,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44,1996,6.3
Drama,Indignation ,550,8972,based on novel,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3,2016,7.8
Drama|Horror|Mystery|Thriller,The Amityville Horror ,80903,120797,ghost|haunted house|murder|nightmare|priest,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,2005,6
Comedy|Drama,Adaptation. ,143251,25489,book|orchid|screenwriter|thief|twin,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,710,2002,7.7
Horror,Land of the Dead ,78883,1876,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,662,2005,6.2
Action,Out of Inferno ,625,151,,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,4,2013,5.7
Adventure|Comedy|Drama,Fear and Loathing in Las Vegas ,213226,43105,american dream|convertible|drugs|journalist|lawyer,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,648,1998,7.7
Comedy|Fantasy|Romance,The Invention of Lying ,94292,7252,genetics|heaven|lie|screenwriter|truth,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,287,2009,6.4
Comedy,Neighbors ,216581,2771,broken leg|friendship|jewish|topless female nudity|urination,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,2014,6.4
Action|Comedy|Crime|Fantasy,The Mask ,265818,2085,bank|bank clerk|gangster|loki|mask,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,1994,6.9
Comedy|Drama|Family|Fantasy|Romance,Big ,153468,28018,friend|job|new york city|toy|wish,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204,1988,7.3
Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,california|city|kazakhstan|travel|tv reporter,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,1198,2006,7.3
Comedy|Romance,Legally Blonde ,131801,4380,blonde|harvard|law|law school|sorority,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,548,2001,6.2
Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock ,58743,14762,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192,1984,6.6
Drama|Horror|Thriller,The Exorcism of Emily Rose ,96569,2759,death|demonic possession|exorcism|lawyer|priest,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,2005,6.7
Comedy|Romance,Deuce Bigalow: Male Gigolo ,59380,2604,aquarium|fish|fish tank|gigolo|norwegian,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,202,1999,5.7
Action|Drama|Fantasy|Mystery|Thriller,Left Behind ,24854,15044,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,2014,3.1
Comedy|Drama|Romance,The Family Stone ,49077,1615,christmas|cruelty|ring|secret|tension,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,475,2005,6.3
Comedy|Drama,Barbershop 2: Back in Business ,10104,3956,barbecue|barbershop|blaxploitation|marriage|politics,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,2004,5.7
Comedy|Crime|Drama,Bad Santa ,107815,3151,bartender|christmas|christmas eve|department store|drink,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,2003,7.1
Comedy|Crime,Austin Powers: International Man of Mystery ,183425,10557,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425,1997,7
Comedy|Family|Romance,My Big Fat Greek Wedding 2 ,13562,2259,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,2016,6.1
Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,brother|middle school|no opening credits|photograph|school,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,2011,6.6
Action|Horror|Sci-Fi,Predator ,290949,4223,box office hit|commando|death of friend|jungle|severed arm,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,1987,7.8
Biography|Drama|History|Music,Amadeus ,270790,3076,1800s|classical composer|composer|first person narration|opera,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,1984,8.3
Horror|Mystery,Prom Night ,27664,4867,friend|hotel|killer|murder|prom,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,260,2008,3.9
Comedy,Mean Girls ,245989,5032,bully|clique|high school|high school girl|secret,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,2004,7
Comedy|Drama|Romance,Under the Tuscan Sun ,35718,1310,author|book|vacation|villa|writer,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,2003,6.7
Drama|Mystery,Gosford Park ,65201,3261,country house|murder|producer|servant|shooting party,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,651,2001,7.3
Comedy|Drama|Romance,The O.C.             ,65785,2546,california|lawyer|love|orange county california|wealth,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,,7.5
Comedy|Drama|Fantasy|Romance,Peggy Sue Got Married ,27149,14672,alternate history|alternate timeline|divorce|high school|reunion,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,1986,6.3
Comedy|Drama|Romance,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,actor|artist|broadway play|replacement|stage,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,2014,7.8
Drama,Blue Jasmine ,150082,1353,congenital liar|mental breakdown|self deception|snob|talking to oneself,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,2013,7.3
Drama|History|Thriller,United 93 ,83374,313,flight|passenger|plane|september 11 2001|terrorist,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828,2006,7.6
Drama|Music|Romance,Honey ,36666,4868,choreographer|dance|dancer|dancing|hip hop,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,2003,5.3
Drama|History|War,Glory ,101889,32930,army|black soldier|military uniform|prejudice|u.s. civil war,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,1989,7.9
Action|Comedy,Spy Hard ,29621,2653,1990s|dentist|hit with a door|martial arts|museum,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,1996,5.3
Fantasy|Horror,The Fog ,46492,4877,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,1980,6.8
Biography|Drama|Family|Sport,Soul Surfer ,35514,5024,christian|christian film|shark|surfer|surfing,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,2011,7.1
Comedy|Drama|War,Catch-22 ,17277,2032,catch 22|friend|insanity|kneed in the groin|military,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,1970,7.2
Comedy|Crime|Drama,Observe and Report ,52467,727,male pubic hair|mall|police detective|pubic hair|security guard,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,248,2009,5.8
Action|Adventure|Fantasy,Conan the Destroyer ,62009,2481,gods|princess|queen|rescue|wizard,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,1984,5.8
Biography|Drama|Sport,Raging Bull ,235133,23008,boxing|domestic violence|hot temper|jealousy|rage,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,1980,8.3
Drama|Romance,Love Happens ,25344,4947,florist|motivational speaker|self help guru|seminar|widower,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,2009,5.6
Adventure|Fantasy|Mystery|Thriller,Young Sherlock Holmes ,14870,605,cult|death|delusion|girl|sherlock holmes,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,1985,6.8
Comedy|Drama|Musical|Romance,Fame ,14062,5734,new york|performing arts|school|student|teacher,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,2009,5
Adventure|Biography|Drama|Thriller,127 Hours ,279179,11984,alone|aron ralston|based on autobiography|canyon|survival,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,2010,7.6
Comedy|Crime,Small Time Crooks ,31169,23283,apartment building|crook|new york city|three word title|written and directed by cast member,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,2000,6.7
Drama|Music|Romance,Center Stage ,15817,1201,ballet|dance|dancer|dancing|love,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,2000,6.7
